foodname,portiondesc,Protein,Total Fat,Carbohydrate,Total Sugar,Dietary Fiber,Saturated Fat,Calcium,Sodium
"Ghee, clarified butter",cup,0.57,203.92,0.00,0.00,0.00,126.94,8.20,4.10
"Ghee, clarified butter",tablespoon,0.04,12.73,0.00,0.00,0.00,7.93,0.51,0.26
"Ghee, clarified butter",teaspoon,0.01,4.28,0.00,0.00,0.00,2.66,0.17,0.09
Garlic sauce,cup,7.00,16.92,16.69,3.58,0.46,9.69,27.36,786.57
Garlic sauce,tablespoon,0.44,1.05,1.04,0.22,0.03,0.60,1.70,48.99
Lemon-butter sauce,cup,2.12,159.96,2.19,0.68,0.46,101.23,66.12,29.64
Lemon-butter sauce,tablespoon,0.13,9.96,0.14,0.04,0.03,6.31,4.12,1.85
Hollandaise sauce,cup,12.03,139.34,3.91,0.98,0.00,83.34,123.36,997.12
Hollandaise sauce,tablespoon,0.75,8.73,0.24,0.06,0.00,5.22,7.73,62.47
Bernaise sauce,tablespoon,0.66,6.04,0.34,0.09,0.02,3.56,6.68,69.80
Tartar sauce,tablespoon,0.14,2.40,1.92,0.61,0.07,0.48,3.74,96.05
Horseradish sauce,tablespoon,0.21,2.94,0.77,0.53,0.11,1.81,7.00,53.90
Pesto sauce,tablespoon,1.56,8.80,0.64,0.13,0.15,1.48,37.80,144.30
Pesto sauce,teaspoon,0.52,2.93,0.21,0.04,0.05,0.49,12.60,48.10
Honey butter,tablespoon,0.09,5.86,8.89,8.86,0.02,3.71,2.34,41.94
"Oil, almond",tablespoon,0.00,13.60,0.00,0.00,0.00,1.12,0.00,0.00
"Oil, coconut",tablespoon,0.00,13.60,0.00,0.00,0.00,11.76,0.00,0.00
"Oil, corn",tablespoon,0.00,13.60,0.00,0.00,0.00,1.76,0.00,0.00
Corn and canola oil blend,tablespoon,0.00,14.00,0.00,0.00,0.00,1.12,0.00,0.00
"Oil, cottonseed",tablespoon,0.00,13.60,0.00,0.00,0.00,3.52,0.00,0.00
"Oil, flaxseed",tablespoon,0.01,13.60,0.00,0.00,0.00,1.22,0.14,0.00
"Oil, olive",tablespoon,0.00,13.50,0.00,0.00,0.00,1.86,0.14,0.27
"Oil, peanut",tablespoon,0.00,13.50,0.00,0.00,0.00,2.28,0.00,0.00
"Oil, canola",tablespoon,0.00,13.60,0.00,0.00,0.00,1.00,0.00,0.00
Canola and soybean oil blend,tablespoon,0.00,13.60,0.00,0.00,0.00,1.68,0.00,0.00
"Canola, soybean and sunflower oil blend",tablespoon,0.00,13.60,0.00,0.00,0.00,1.49,0.00,0.00
"Oil, safflower",tablespoon,0.00,13.60,0.00,0.00,0.00,1.03,0.00,0.00
"Oil, sesame",tablespoon,0.00,13.60,0.00,0.00,0.00,1.93,0.00,0.00
"Oil, soybean",tablespoon,0.00,13.60,0.00,0.00,0.00,2.13,0.00,0.00
Soybean and sunflower oil blend,tablespoon,0.00,13.60,0.00,0.00,0.00,1.58,0.00,0.00
"Oil, sunflower",tablespoon,0.00,13.60,0.00,0.00,0.00,1.40,0.00,0.00
"Oil, walnut",tablespoon,0.00,13.60,0.00,0.00,0.00,1.24,0.00,0.00
"Oil, wheat germ",tablespoon,0.00,13.60,0.00,0.00,0.00,2.56,0.00,0.00
Blue or roquefort cheese dressing,tablespoon,0.21,7.82,0.73,0.53,0.06,1.27,5.66,98.23
Bacon dressing (hot),tablespoon,0.58,0.60,8.21,7.95,0.00,0.20,0.59,59.68
Caesar dressing,tablespoon,0.32,8.50,0.49,0.41,0.07,1.29,7.06,177.72
Coleslaw dressing,tablespoon,0.14,5.21,3.71,3.14,0.02,0.76,2.18,110.76
Feta Cheese Dressing,tablespoon,0.60,8.59,0.31,0.18,0.01,1.67,21.03,55.97
French dressing,tablespoon,0.12,6.99,2.43,2.49,0.00,0.88,3.74,130.42
"Fruit dressing, made with fruit juice and cream",tablespoon,0.48,1.94,3.09,2.54,0.02,1.12,4.95,16.65
"Fruit dressing, made with honey, oil, and water",tablespoon,0.01,7.03,3.38,3.36,0.01,0.92,0.29,0.29
Honey mustard dressing,tablespoon,0.14,6.37,3.64,2.47,0.06,0.78,1.87,79.87
"Italian dressing, made with vinegar and oil",tablespoon,0.06,3.10,1.78,1.58,0.00,0.43,1.91,145.97
"Mayonnaise, regular",tablespoon,0.13,10.33,0.08,0.08,0.00,1.62,1.10,87.63
"Mayonnaise, regular",McDonald's salad dressing packet,0.53,41.17,0.31,0.31,0.00,6.44,4.40,349.25
"Mayonnaise, regular",teaspoon,0.05,3.74,0.03,0.03,0.00,0.59,0.40,31.75
"Mayonnaise, made with yogurt (Yogannaise)",tablespoon,0.53,0.83,1.15,0.57,0.03,0.49,14.49,62.10
"Mayonnaise, made with tofu (Nayonaise)",tablespoon,0.89,4.77,0.46,0.13,0.17,0.44,7.95,115.95
"Mayonnaise, made with tofu (Nayonaise)",teaspoon,0.33,1.76,0.17,0.05,0.06,0.16,2.94,42.90
"Mayonnaise, imitation",tablespoon,0.05,2.88,2.40,0.90,0.00,0.49,0.00,74.55
Russian dressing,tablespoon,0.11,4.01,4.88,2.71,0.11,0.37,1.99,173.35
Mayonnaise type salad dressing (Miracle Whip),tablespoon,0.13,4.91,3.51,0.94,0.00,0.72,2.06,104.52
Green Goddess dressing,tablespoon,0.29,6.63,1.13,1.02,0.02,0.91,5.20,132.65
"Creamy dressing (ranch), with sour cream or buttermilk and oil ",tablespoon,0.19,6.55,0.84,0.69,0.00,1.02,4.12,132.45
Poppy seed dressing,tablespoon,0.14,4.90,3.49,3.44,0.04,0.89,8.67,137.15
Peppercorn Dressing,tablespoon,0.16,8.23,0.47,0.33,0.00,1.41,2.95,142.71
Celery seed dressing,tablespoon,0.14,9.48,3.28,2.67,0.19,1.24,5.93,91.88
Sesame dressing,tablespoon,0.46,6.64,1.26,1.22,0.15,0.91,2.79,147.00
Sweet and sour dressing,tablespoon,0.02,0.00,0.58,0.58,0.00,0.00,0.62,32.45
Thousand Island dressing,tablespoon,0.17,5.47,2.28,2.37,0.12,0.79,2.65,150.07
Yogurt dressing,tablespoon,0.47,2.88,1.81,1.48,0.02,1.80,15.86,7.55
"Blue or roquefort cheese dressing, low-calorie",tablespoon,0.78,1.10,0.44,0.43,0.00,0.39,13.62,143.67
"French dressing, reduced calorie",tablespoon,0.09,1.87,5.06,2.73,0.24,0.14,1.78,135.76
"Caesar dressing, low-calorie",tablespoon,0.05,0.66,2.79,2.45,0.02,0.11,3.60,172.20
"Mayonnaise type salad dressing, fat-free (Miracle whip free)",tablespoon,0.03,0.43,2.48,1.65,0.30,0.10,0.96,126.08
"Mayonnaise, low-calorie or diet (Light Mayonnaise)",tablespoon,0.06,3.47,1.44,0.56,0.00,0.54,0.94,129.01
"Mayonnaise, low-calorie or diet (Light Mayonnaise)",teaspoon,0.02,1.11,0.46,0.18,0.00,0.17,0.30,41.35
"Mayonnaise type salad dressing, low-calorie or diet (Miracle whip light)",tablespoon,0.05,3.22,1.34,0.52,0.00,0.50,0.87,119.92
"Honey mustard dressing, reduced calorie",tablespoon,0.15,1.50,4.24,2.75,0.12,0.12,10.05,105.15
"Italian dressing, reduced calorie",tablespoon,0.05,0.94,1.40,1.28,0.00,0.12,2.10,124.74
"Russian dressing, low-calorie",tablespoon,0.08,0.64,4.42,3.50,0.05,0.10,3.04,138.88
"Thousand Island dressing, low-calorie",tablespoon,0.13,1.73,3.68,2.65,0.18,0.11,4.13,146.12
"Creamy dressing (ranch), reduced calorie",tablespoon,0.23,2.10,1.05,0.85,0.00,0.32,0.90,124.95
"Sugar, white, granulated or lump",teaspoon,0.00,0.00,4.20,4.19,0.00,0.00,0.04,0.04
"Sugar, powdered (confectioners)",teaspoon,0.00,0.00,2.49,2.45,0.00,0.00,0.03,0.05
"Sugar, brown","teaspoon, brownulated",0.00,0.00,3.14,3.10,0.00,0.00,2.66,0.90
"Sugar, brown","teaspoon, packed",0.01,0.00,4.50,4.45,0.00,0.00,3.81,1.29
"Sugar, brown","teaspoon, unpacked",0.00,0.00,2.94,2.91,0.00,0.00,2.49,0.84
"Sugar, maple",teaspoon,0.00,0.01,2.73,2.55,0.00,0.00,2.70,0.33
"Sugar, maple","piece (1-3/4"" x 1-1/4"" x 1/2"")",0.03,0.06,25.45,23.76,0.00,0.01,25.20,3.08
"Sugar, cinnamon",teaspoon,0.01,0.00,4.14,3.90,0.16,0.00,3.07,0.08
"Sugar, raw",teaspoon,0.00,0.00,4.01,3.97,0.00,0.00,3.39,1.15
"Sugar substitute, sucralose-based sweetener (Splenda)",teaspoon,0.00,0.00,0.46,0.40,0.00,0.00,0.00,0.00
"Sugar substitute, herbal extract sweetener, powder (Stevia)",teaspoon,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
"Sugar substitute, herbal extract sweetener, liquid (Stevia liquid)",teaspoon,0.04,0.00,2.46,0.00,0.15,0.00,0.00,1.05
"Sugar substitute, saccharin-based, dry powder (Sugar Twin)",teaspoon,0.00,0.00,0.36,0.34,0.00,0.00,0.00,1.71
"Sugar substitute, saccharin-based brown sugar, dry powder (Sugar Twin)",teaspoon,0.01,0.00,0.34,0.02,0.00,0.00,3.52,2.29
"Sugar substitute, saccharin-based, dry powder (Sweet n' Low)",teaspoon,0.03,0.00,2.94,2.81,0.00,0.00,0.00,14.12
"Sugar substitute, saccharin-based, liquid (Superose)",teaspoon,0.00,0.00,0.10,0.10,0.00,0.00,0.15,0.65
"Sugar substitute, aspartame-based, dry powder (Equal)",teaspoon,0.07,0.00,2.67,2.42,0.00,0.00,0.00,0.00
"Syrup, pancake (Karo pancake syrup, Aunt Jemimah, Hungry Jack)",tablespoon,0.00,0.04,15.74,15.74,0.00,0.00,2.67,12.71
"Corn syrup, light or dark",tablespoon,0.00,0.04,15.36,15.35,0.00,0.00,2.60,12.40
"Syrup, pancake, buttered blends (Mrs. Butterworth, Log Cabin with butter)",tablespoon,0.00,0.36,14.75,14.74,0.00,0.20,2.56,52.80
Fruit syrup (strawberry),tablespoon,0.01,0.02,14.15,14.11,0.00,0.00,0.99,3.94
Maple syrup (100% maple),tablespoon,0.01,0.01,13.41,13.58,0.00,0.00,20.40,2.40
"Chocolate syrup, thin",tablespoon,0.39,0.21,12.24,9.33,0.49,0.10,2.63,13.54
"Chocolate syrup, thin, light",tablespoon,0.24,0.17,6.05,5.00,0.00,0.00,1.93,17.50
"Sugar and water syrup, (simple syrup)",tablespoon,0.00,0.00,4.91,4.90,0.00,0.00,0.30,0.45
"Fruit flavored syrup (Hershey's Strawberry Syrup, Nestle's Strawberry Syrup)",tablespoon,0.00,0.00,13.84,13.80,0.00,0.00,0.20,0.40
"Syrup, pancake, maple flavored (Log Cabin, Original Aunt Jemimah)",tablespoon,0.00,0.02,13.92,8.40,0.00,0.00,1.00,12.20
"Syrup, pancake, reduced calorie (Lite syrup)",tablespoon,0.00,0.00,6.68,4.92,0.00,0.00,1.50,26.70
Honey,tablespoon,0.06,0.00,17.30,17.25,0.04,0.00,1.26,0.84
Molasses,tablespoon,0.00,0.02,14.95,14.94,0.00,0.00,41.00,7.40
Butterscotch syrup,tablespoon,0.04,0.38,15.44,15.43,0.00,0.22,3.82,14.84
"Chocolate syrup, thick (hot fudge topping)",tablespoon,0.97,1.87,13.21,7.31,0.59,0.84,10.29,72.66
Fruit syrup (strawberry or pineapple ice cream topping),tablespoon,0.04,0.02,14.06,5.47,0.13,0.00,1.27,5.51
Marshmallow creme (marshmallow fluff) ,tablespoon,0.05,0.02,4.90,2.90,0.01,0.00,0.19,4.96
Hard sauce,tablespoon,0.03,2.52,6.56,6.44,0.00,1.60,0.84,20.16
Peanut butter syrup (ice cream topping),tablespoon,1.48,1.81,11.98,9.74,0.87,0.49,14.63,5.94
Chocolate flavored hazelnut spread (Nutella),tablespoon,0.84,4.61,9.63,8.38,0.84,4.41,16.74,6.36
"Topping, chocolate, hard coating (Magic Shell topping)",tablespoon,0.90,7.37,8.02,5.66,1.37,3.93,6.35,14.36
"Icing, chocolate",tablespoon,0.19,3.03,10.87,9.92,0.15,0.95,1.38,31.48
"Icing, white",tablespoon,0.00,3.23,13.51,12.56,0.00,0.59,0.60,36.62
"Syrup, dietetic, sugar free (Estee breakfast syrup)",tablespoon,0.12,0.00,7.38,0.00,0.45,0.00,0.00,3.15
Sweet and sour sauce,tablespoon,0.04,0.00,5.73,2.81,0.02,0.00,1.50,55.65
Fruit sauce,tablespoon,0.10,1.58,8.74,7.76,0.13,0.99,2.12,0.42
Duck sauce,tablespoon,0.06,0.02,10.91,5.50,0.11,0.01,1.98,81.90
"Plum sauce, Asian-style",tablespoon,0.13,0.06,9.83,9.33,0.21,0.02,2.91,124.74
"Jelly, all flavors",tablespoon,0.03,0.00,13.29,9.73,0.19,0.00,1.33,5.70
"Jam, preserves, all flavors",tablespoon,0.08,0.01,14.46,10.19,0.23,0.00,4.20,6.72
Apple butter,tablespoon,0.07,0.05,7.64,6.35,0.27,0.01,2.52,2.70
"Marmalade, all flavors",tablespoon,0.06,0.00,13.26,12.00,0.14,0.00,7.60,11.20
"Jelly, sweetened with artificial sweetener",tablespoon,0.06,0.06,10.08,7.11,0.47,0.00,1.69,0.00
"Jelly, reduced sugar, all flavors",tablespoon,0.06,0.01,8.67,8.52,0.15,0.00,0.94,0.38
"Jams, preserves, marmalades, sweetened with artificial sweetener",tablespoon,0.04,0.04,7.50,5.29,0.35,0.00,1.26,0.00
"Jams, preserves, marmalades, sweetened with fruit juice (Spreadable Fruits)",tablespoon,0.22,0.12,9.01,8.10,0.44,0.01,6.40,4.80
"Jams, preserves, marmalades, low sugar (all flavors)",tablespoon,0.08,0.04,6.57,6.21,0.25,0.00,1.99,0.18
Guava paste,tablespoon,0.02,0.01,13.84,13.61,0.21,0.00,0.57,0.38
"Bean paste, sweetened",teaspoon,0.42,0.02,3.36,2.27,0.36,0.00,1.41,8.31
"Jello (gelatin) powder, sweetened, dry",tablespoon,0.94,0.00,10.86,10.32,0.00,0.00,0.36,55.92
Jello (gelatin) dessert,cup,2.93,0.00,34.05,32.37,0.00,0.00,7.20,179.99
Jello (gelatin) dessert,"package (3 oz), prepared",6.59,0.00,76.63,72.85,0.00,0.00,16.20,405.00
Jello (gelatin) snacks,"jiggler (2"" square)",1.02,0.00,11.88,11.29,0.00,0.00,1.08,61.92
"Jello (gelatin) dessert, with fruit",cup,2.62,0.22,38.66,32.06,1.44,0.07,12.00,115.20
"Jello (gelatin) dessert, with whipped cream",cup,2.77,4.15,33.66,32.19,0.00,3.58,6.81,161.17
"Jello (gelatin) dessert, with fruit and whipped cream",cup,2.70,9.78,34.48,28.97,1.14,6.04,24.97,106.69
"Jello (gelatin) dessert, with cream cheese",cup,3.73,5.98,32.15,30.45,0.00,3.37,23.90,229.44
"Jello (gelatin) dessert, with sour cream",cup,3.20,9.90,26.54,25.29,0.00,5.78,61.29,156.63
"Jello (gelatin) dessert, with fruit and cream cheese",cup,3.15,4.09,37.14,30.78,1.43,2.26,21.51,150.57
"Jello (gelatin) salad, with vegetables (onions, peppers, celery, radishes)",cup,2.70,0.07,29.45,27.02,0.73,0.02,17.01,575.91
"Jello (gelatin) dessert, with low calorie sweetener",cup,0.82,0.00,4.13,0.00,0.00,0.00,7.20,52.80
"Jello (gelatin) dessert, with low calorie sweetener, with fruit",cup,2.06,0.24,25.39,13.01,1.68,0.08,12.00,72.00
"Jello (gelatin) dessert, with low calorie sweetener, with whipped topping",cup,1.91,1.07,10.71,1.91,0.00,0.57,6.81,120.31
"Coconut cream cake, Puerto Rican style",cup,5.78,35.16,113.85,110.32,2.88,28.66,45.60,31.20
"Pineapple custard, Puerto Rican style ",cup,14.82,11.00,61.70,57.15,0.26,3.57,80.60,163.80
Haupia (coconut pudding),piece,0.46,4.69,5.42,3.39,0.46,4.16,3.22,19.09
"Ice, fruit",cup,0.77,0.00,62.91,62.91,0.00,0.00,3.86,42.46
Ice pop (popsicle),Life Savers Flavor Pops,0.00,0.13,10.77,7.65,0.00,0.01,0.00,3.92
Ice pop (popsicle),double stick,0.00,0.19,15.38,10.93,0.00,0.01,0.00,5.60
Ice pop (popsicle),single stick,0.00,0.13,10.58,7.51,0.00,0.01,0.00,3.85
Ice pop (popsicle),Fal-Vor-Ice,0.00,0.10,8.27,5.87,0.00,0.01,0.00,3.01
"Ice pop (popsicle), filled with ice cream",cream pop (about 2 oz),0.68,2.24,12.20,9.53,0.12,1.33,24.78,18.29
"Ice pop (popsicle), with low calorie sweetener",single stick,0.00,0.00,3.08,0.79,0.00,0.00,0.00,5.20
Snow cone (slurpee),medium slurpee (16 fl oz cup),1.32,0.00,107.91,107.91,0.00,0.00,6.62,72.82
Snow cone (slurpee),snow cone,0.76,0.00,61.94,61.94,0.00,0.00,3.80,41.80
"M&M's, almond",tablespoon,0.92,3.39,7.38,6.00,0.68,1.15,18.91,5.49
"Almonds, chocolate covered",cup,29.36,77.62,52.51,31.77,13.60,14.14,377.40,62.90
"Almonds, sugar-coated",cup,19.50,34.96,133.11,121.88,4.88,3.80,195.00,25.35
"Almonds, yogurt-covered",cup,23.66,70.80,80.17,66.94,8.28,27.67,402.96,104.88
Butterscotch morsels or chips,tablespoon,0.31,4.10,9.48,9.48,0.00,3.41,4.80,12.58
Chocolate-flavored roll (Tootsie Roll),midgee roll or piece,0.10,0.22,5.70,3.66,0.01,0.06,2.34,2.86
Chocolate-flavored roll (Tootsie Roll),roll (1.3 oz),0.56,1.16,30.71,19.71,0.04,0.34,12.60,15.40
Chocolate-flavored roll (Tootsie Roll),roll (2.3 oz),1.02,2.12,56.15,36.04,0.06,0.62,23.04,28.16
Caramel,cup,10.12,17.82,169.40,144.10,0.00,5.45,303.60,539.00
Caramel,caramel cream,0.23,0.40,3.85,3.28,0.00,0.12,6.90,12.25
Caramel,medium piece,0.32,0.57,5.39,4.59,0.00,0.17,9.66,17.15
Caramel,"piece, Sugar Babies",0.07,0.12,1.16,0.98,0.00,0.04,2.07,3.68
Caramel,sucker (2 oz),2.71,4.78,45.43,38.65,0.00,1.46,81.42,144.55
"Caramel, with walnuts",piece,0.35,0.86,4.20,3.51,0.04,0.17,8.04,13.08
"Caramel, chocolate covered (Riesen, Russel Stover, Caramello)",piece,0.48,1.18,6.57,5.61,0.07,0.55,13.50,18.63
"Caramel, with nuts, chocolate covered (turtles)",piece,1.33,2.94,8.49,5.79,0.60,0.65,10.92,21.84
Rolo,package (1.9 oz),2.74,11.30,36.69,34.52,0.49,7.85,78.30,101.52
Rolo,piece,0.30,1.26,4.08,3.84,0.05,0.87,8.70,11.28
"Caramel, sugar free",piece,0.16,1.00,5.08,1.20,0.06,0.19,7.98,11.55
"Toblerone, milk chocolate with honey and almond nougat",piece,0.58,2.11,5.34,4.67,0.28,1.33,13.70,5.98
"Toblerone, milk chocolate with honey and almond nougat",package (3.52 oz),7.00,25.46,64.35,56.27,3.40,15.98,165.00,72.00
TWIX Caramel Cookie Bars,"package (2.06 oz, 2 bars)",2.85,14.41,37.58,27.99,0.64,11.00,61.48,114.84
TWIX Chocolate Fudge Cookie Bars,package Twix Chocolate Fudge Cookie Bars (1.6 oz),3.28,14.98,25.20,23.85,1.35,2.23,58.50,119.70
TWIX Chocolate Fudge Cookie Bars,package Twix Cookies-n-Creme Bars (1.6 oz),3.28,14.98,25.20,23.85,1.35,2.23,58.50,119.70
TWIX Peanut Butter Cookie Bars,"package (1.89 oz, 2 bars)",4.96,17.64,29.24,19.51,1.67,8.51,40.50,122.04
TWIX Peanut Butter Cookie Bars,"package (2.06 oz, 2 bars)",5.32,18.95,31.41,20.96,1.80,9.14,43.50,131.08
Whatchamacallit,bar,3.86,11.37,30.35,23.45,0.91,8.18,56.64,143.52
"Almonds, carob-coated",cup,27.00,69.90,62.63,32.64,11.05,29.25,397.80,107.10
"Espresso coffee beans, chocolate-covered",portion (10 beans),1.24,5.57,9.28,8.53,0.96,3.05,28.39,11.76
"Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)",bar (1.6 oz),3.37,13.05,26.14,22.66,1.50,8.14,83.16,34.76
"Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)","egg, hollow (2"" x 1"")",1.07,4.15,8.32,7.21,0.48,2.59,26.46,11.06
"Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)","egg, solid (1"" x 1/2"")",0.42,1.63,3.27,2.83,0.19,1.02,10.40,4.35
"Chocolate bar, milk, plain (Hershey Bar, Kiss, Nestle Bar)",ounce,2.14,8.30,16.63,14.42,0.95,5.18,52.92,22.12
"Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)","cup, malted milk balls",7.03,27.02,54.90,46.98,3.04,14.62,172.04,79.12
"Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)",malted milk ball,0.22,0.85,1.73,1.48,0.10,0.46,5.42,2.49
"Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)",malted milk egg,0.53,2.06,4.18,3.57,0.23,1.11,13.09,6.02
"Chocolate bar, milk, with crisped rice (Nestle Crunch, Krackle)",bar (1.6 oz),3.36,12.92,26.25,22.47,1.45,6.99,82.28,37.84
Kit Kat,bar (1.5 oz),2.80,11.18,27.77,20.93,0.43,7.72,53.75,23.22
"Chocolate bar, milk, with nuts (pecans, hazelnuts or cashews)",bar (2 oz),4.92,19.98,29.93,24.53,2.34,9.33,96.33,37.62
"Chocolate bar, milk, with nuts (pecans, hazelnuts or cashews)",Ferrero Rocher hazelnut chocolate,1.12,4.56,6.83,5.59,0.53,2.13,21.97,8.58
"Chocolate bar, milk, with fruit and nuts (Nestle Chunky)",bar (1.4 oz),3.03,9.75,23.99,20.59,1.72,5.28,50.00,18.80
"Chocolate bar, milk, with almonds",bar (1.5 oz),3.69,14.10,21.89,18.00,2.54,7.26,91.84,30.34
"Chocolate bar, milk, with almonds",Hershey's kiss,0.42,1.62,2.51,2.06,0.29,0.83,10.53,3.48
"Chocolate bar, milk, with almonds",Hershey's nugget,0.88,3.37,5.23,4.30,0.61,1.73,21.95,7.25
"Chocolate bar, milk, with almonds",medium piece,0.99,3.78,5.87,4.83,0.68,1.95,24.64,8.14
"Chocolate bar, milk, with peanuts (Mr. Goodbar)",bar (2.2 oz),6.34,20.59,33.69,29.28,2.36,8.76,68.20,25.42
"Chocolate bar, milk, with peanuts (Mr. Goodbar)",bar (1.8 oz),5.01,16.27,26.63,23.14,1.86,6.92,53.90,20.09
"Chocolate chips, semi-sweet","teaspoon, morsels",0.15,1.05,2.24,1.91,0.21,0.62,1.12,0.39
"Chocolate chips, semi-sweet",ounce (about 56 morsels),1.19,8.52,18.15,15.48,1.68,5.04,9.09,3.12
"Chocolate bar, dark, plain (Hershey Special Dark)",bar (1.5 oz),1.85,13.61,24.67,20.01,2.62,8.01,16.40,8.20
"Chocolate bar, dark, plain (Hershey Special Dark)",bar (2.2 oz),2.79,20.58,37.31,30.26,3.97,12.11,24.80,12.40
"Chocolate bar, dark, plain (Hershey Special Dark)",bar (1.3 oz),1.67,12.28,22.27,18.06,2.37,7.23,14.80,7.40
"Chocolate bar, white, with crisped rice (Nestle Crunch)",bar (1.5 oz),3.29,12.63,25.66,21.96,1.42,6.83,80.41,36.98
Mexican chocolate,tablet (3 oz),3.09,13.25,65.80,58.99,3.40,7.32,28.90,2.55
"Chocolate bar, dark, coconut filled (Mounds)",bar (1.7 oz),2.30,13.30,29.30,23.09,1.85,10.29,10.50,72.50
"Coconut candy, no chocolate covering (Bon-bon)",bon-bon,0.14,1.74,10.58,10.18,0.22,1.54,1.26,14.84
"Coconut candy, no chocolate covering (Bon-bon)",bar (1.65 oz),0.47,5.76,34.91,33.58,0.74,5.09,4.16,48.97
"Coconut candy, Puerto Rican style",cup,3.14,32.73,179.18,175.84,3.12,29.02,24.00,21.60
"Fondant candy (Candy Corn, Mentos, Mints)","cup, candy corn",0.00,0.04,186.36,177.80,0.00,0.00,6.00,22.00
"Fondant candy (Candy Corn, Mentos, Mints)","cup, Mentos (75 pieces)",0.00,0.04,202.19,192.90,0.00,0.00,6.51,23.87
"Fondant candy (Candy Corn, Mentos, Mints)","cup, mints",0.00,0.02,102.50,97.79,0.00,0.00,3.30,12.10
"Fondant candy (Candy Corn, Mentos, Mints)","portion (20 pieces, candy corn)",0.00,0.00,18.64,17.78,0.00,0.00,0.60,2.20
"Fondant candy, chocolate covered (Cadbury Creme Egg, Peppermint Patties, Thin Mints, Junior Mints)",cup (84 Junior Mints),4.58,19.34,167.23,148.55,4.37,11.36,35.36,54.08
"Fondant candy, chocolate covered (Cadbury Creme Egg, Peppermint Patties, Thin Mints, Junior Mints)","box (1.6 oz), Junior Mints",0.99,4.19,36.18,32.14,0.95,2.46,7.65,11.70
"Fondant candy, chocolate covered (Cadbury Creme Egg, Peppermint Patties, Thin Mints, Junior Mints)",butter cream,0.44,1.86,16.08,14.28,0.42,1.09,3.40,5.20
"Fondant candy, chocolate covered (Cadbury Creme Egg, Peppermint Patties, Thin Mints, Junior Mints)",chocolate covered cherry,0.31,1.30,11.26,10.00,0.29,0.76,2.38,3.64
"Fruit peel, candied",piece,0.01,0.00,2.48,2.42,0.05,0.00,0.54,2.94
"Fruit snack candy (Roll Up, Gushers, Fun Fruits)",piece (0.1 oz),0.02,0.09,2.78,1.76,0.00,0.02,0.83,11.88
"Fruit snack candy (Roll Up, Gushers, Fun Fruits)",pouch (0.9 oz),0.14,0.74,21.92,13.88,0.00,0.17,6.50,93.60
"Fruit snack candy (Roll Up, Gushers, Fun Fruits)",roll-up,0.08,0.40,11.80,7.47,0.00,0.09,3.50,50.40
"Fruit snack candy (Roll Up, Gushers, Fun Fruits)",3-foot roll,0.12,0.60,17.71,11.21,0.00,0.14,5.25,75.60
Tamarind candy,tablespoon,0.33,0.08,18.71,18.06,0.62,0.03,8.58,42.68
"Fruit snacks, high vitamin C (Welch's Fruit Snacks, Brach's Hi-C Fruit Snacks)",pouch (0.9 oz),0.02,0.00,22.87,17.73,0.00,0.00,0.00,5.98
"Yogurt covered fruit snacks, with added vitamin C (Kellogg's Yogos Bits)",pouch (0.7 oz),0.00,1.50,17.38,13.00,0.04,0.28,100.00,15.00
"Gumdrops, chocolate covered",piece,0.30,1.16,12.30,7.96,0.14,0.73,7.70,7.56
"Fudge, chocolate",piece (1-inch cube),0.53,2.29,16.82,16.09,0.37,1.42,10.78,9.90
"Fudge, chocolate, with nuts",piece (1-inch cube),0.96,4.16,14.94,13.94,0.55,1.43,12.54,8.58
"Fudge, peanut butter",piece (1-inch cube),1.54,3.65,14.66,13.70,0.33,1.13,8.58,32.78
"Fudge, peanut butter, with nuts",piece (1-inch cube),1.87,5.02,13.41,12.25,0.48,1.21,10.12,31.90
"Fudge, vanilla",piece (1-inch cube),0.23,1.20,18.07,17.55,0.00,0.74,8.36,10.34
"Fudge, vanilla, with nuts",piece (1-inch cube),0.66,3.01,16.41,15.62,0.20,0.84,10.34,9.24
"Fudge, divinity",piece (1-inch cube),0.51,0.93,9.99,9.83,0.11,0.05,1.56,7.68
"Fudge, caramel and nut, chocolate covered candy (Oh Henry)",bar (2 oz),4.39,13.11,37.34,26.33,1.08,5.47,39.33,110.01
Snickers Bar,bar (2 oz),4.29,13.59,35.06,28.77,1.31,5.17,53.01,136.23
Baby Ruth,bar (2.1 oz),3.24,12.96,38.88,32.40,1.20,7.26,28.20,138.00
100 GRAND Bar,bar (1.5 oz),1.08,8.31,30.52,22.32,0.43,5.12,32.68,87.29
